,,,,,,,,,,,
, Initial Claims ,,,, Continued Claims ,,,,I.U.R,,Covered Employment
, N.S.A , S.F. , S.A. , S.A. 4-Week , N.S.A , S.F. , S.A. , S.A. 4-Week ,N.S.A,S.A.,
5/9/20," 2,325,889.0000 ", 99.6000 ," 2,335,000.0000 "," 3,194,500.0000 "," 23,037,921.0000 ", 99.6000 ," 23,130,000.0000 "," 20,902,000.0000 ",15.8,15.9,"145,671,710"
5/16/20," 2,162,822.0000 ", 99.4000 ," 2,176,000.0000 "," 2,688,250.0000 "," 19,038,443.0000 ", 99.4000 ," 19,153,000.0000 "," 21,243,000.0000 ",13.1,13.1,"145,671,710"
5/23/20," 1,902,006.0000 ", 99.0000 ," 1,921,000.0000 "," 2,307,000.0000 "," 19,117,418.0000 ", 99.6000 ," 19,194,000.0000 "," 20,604,000.0000 ",13.1,13.2,"145,671,710"
5/30/20," 1,610,909.0000 ", 98.3000 ," 1,639,000.0000 "," 2,017,750.0000 "," 19,119,534.0000 ", 99.5000 ," 19,216,000.0000 "," 20,173,250.0000 ",13.1,13.2,"145,671,710"
6/6/20," 1,555,824.0000 ", 98.8000 ," 1,575,000.0000 "," 1,827,750.0000 "," 18,687,210.0000 ", 99.7000 ," 18,743,000.0000 "," 19,076,500.0000 ",12.8,12.9,"145,671,710"
6/13/20," 1,456,353.0000 ", 98.9000 ," 1,473,000.0000 "," 1,652,000.0000 "," 17,824,245.0000 ", 99.8000 ," 17,860,000.0000 "," 18,753,250.0000 ",12.2,12.3,"145,671,710"
6/20/20," 1,446,176.0000 ", 98.6000 ," 1,467,000.0000 "," 1,538,500.0000 "," 17,518,701.0000 ", 100.1000 ," 17,501,000.0000 "," 18,330,000.0000 ",12,12,"145,671,710"
6/27/20," 1,425,969.0000 ", 98.6000 ," 1,446,000.0000 "," 1,490,250.0000 "," 16,610,187.0000 ", 100.0000 ," 16,610,000.0000 "," 17,678,500.0000 ",11.4,11.4,"145,671,710"
7/4/20," 1,390,315.0000 ", 98.4000 ," 1,413,000.0000 "," 1,449,750.0000 "," 17,393,811.0000 ", 100.7000 ," 17,273,000.0000 "," 17,311,000.0000 ",11.9,11.8,"146,125,989"
7/11/20," 1,511,632.0000 ", 103.0000 ," 1,468,000.0000 "," 1,448,500.0000 "," 16,396,755.0000 ", 100.9000 ," 16,251,000.0000 "," 16,908,750.0000 ",11.2,11.1,"146,125,989"
7/18/20," 1,372,247.0000 ", 98.5000 ," 1,393,000.0000 "," 1,430,000.0000 "," 16,882,651.0000 ", 100.5000 ," 16,799,000.0000 "," 16,733,250.0000 ",11.6,11.5,"146,125,989"
7/25/20," 1,200,962.0000 ", 95.3000 ," 1,260,000.0000 "," 1,383,500.0000 "," 15,912,870.0000 ", 99.9000 ," 15,929,000.0000 "," 16,563,000.0000 ",10.9,10.9,"146,125,989"
8/1/20," 982,808.0000 ", 94.1000 ," 1,044,000.0000 "," 1,291,250.0000 "," 15,254,647.0000 ", 100.0000 ," 15,255,000.0000 "," 16,058,500.0000 ",10.4,10.4,"146,125,989"
8/8/20," 830,266.0000 ", 93.9000 ," 884,000.0000 "," 1,145,250.0000 "," 14,155,561.0000 ", 99.8000 ," 14,184,000.0000 "," 15,541,750.0000 ",9.7,9.7,"146,125,989"
8/15/20," 878,555.0000 ", 94.8000 ," 927,000.0000 "," 1,028,750.0000 "," 13,839,981.0000 ", 99.5000 ," 13,910,000.0000 "," 14,819,500.0000 ",9.5,9.5,"146,125,989"
8/22/20," 813,744.0000 ", 92.9000 ," 876,000.0000 "," 932,750.0000 "," 13,111,405.0000 ", 99.2000 ," 13,217,000.0000 "," 14,141,500.0000 ",9,9,"146,125,989"
8/29/20," 826,436.0000 ", 93.8000 ," 881,000.0000 "," 892,000.0000 "," 13,325,312.0000 ", 98.7000 ," 13,501,000.0000 "," 13,703,000.0000 ",9.1,9.2,"146,125,989"
9/5/20," 857,006.0000 ", 96.1000 ," 892,000.0000 "," 894,000.0000 "," 12,408,041.0000 ", 97.2000 ," 12,765,000.0000 "," 13,348,250.0000 ",8.5,8.7,"146,125,989"
9/12/20," 784,765.0000 ", 91.1000 ," 861,000.0000 "," 877,500.0000 "," 12,391,859.0000 ", 97.7000 ," 12,684,000.0000 "," 13,041,750.0000 ",8.5,8.7,"146,125,989"
9/19/20," 814,441.0000 ", 94.8000 ," 859,000.0000 "," 873,250.0000 "," 11,037,698.0000 ", 97.1000 ," 11,367,000.0000 "," 12,579,250.0000 ",7.6,7.8,"146,125,989"
9/26/20," 731,391.0000 ", 92.0000 ," 795,000.0000 "," 851,750.0000 "," 10,156,207.0000 ", 96.9000 ," 10,481,000.0000 "," 11,824,250.0000 ",7,7.2,"146,125,989"
10/3/20," 722,387.0000 ", 92.0000 ," 785,000.0000 "," 825,000.0000 "," 8,917,793.0000 ", 96.2000 ," 9,270,000.0000 "," 10,950,500.0000 ",6.1,6.3,"146,534,375"
10/10/20," 820,590.0000 ", 97.8000 ," 839,000.0000 "," 819,500.0000 "," 8,079,336.0000 ", 95.9000 ," 8,425,000.0000 "," 9,885,750.0000 ",5.5,5.7,"146,534,375"
10/17/20," 757,745.0000 ", 94.2000 ," 804,000.0000 "," 805,750.0000 "," 7,458,507.0000 ", 95.9000 ," 7,777,000.0000 "," 8,988,250.0000 ",5.1,5.3,"146,534,375"
10/24/20," 731,660.0000 ", 94.3000 ," 776,000.0000 "," 801,000.0000 "," 6,856,962.0000 ", 95.5000 ," 7,180,000.0000 "," 8,163,000.0000 ",4.7,4.9,"146,534,375"
10/31/20," 736,618.0000 ", 95.3000 ," 773,000.0000 "," 798,000.0000 "," 6,463,798.0000 ", 96.4000 ," 6,705,000.0000 "," 7,521,750.0000 ",4.4,4.6,"146,534,375"
11/7/20," 719,716.0000 ", 97.7000 ," 737,000.0000 "," 772,500.0000 "," 6,061,953.0000 ", 95.6000 ," 6,341,000.0000 "," 7,000,750.0000 ",4.1,4.3,"146,534,375"
11/14/20," 708,717.0000 ", 96.0000 ," 738,000.0000 "," 756,000.0000 "," 5,917,243.0000 ", 97.2000 ," 6,088,000.0000 "," 6,578,500.0000 ",4,4.2,"146,534,375"
11/21/20," 827,447.0000 ", 104.4000 ," 793,000.0000 "," 760,250.0000 "," 5,233,699.0000 ", 93.8000 ," 5,580,000.0000 "," 6,178,500.0000 ",3.6,3.8,"146,534,375"
11/28/20," 710,901.0000 ", 96.4000 ," 737,000.0000 "," 751,250.0000 "," 5,790,244.0000 ", 100.1000 ," 5,784,000.0000 "," 5,948,250.0000 ",4,3.9,"146,534,375"
12/5/20," 946,091.0000 ", 108.4000 ," 873,000.0000 "," 785,250.0000 "," 5,479,766.0000 ", 97.7000 ," 5,609,000.0000 "," 5,765,250.0000 ",3.7,3.8,"146,534,375"
12/12/20," 928,178.0000 ", 104.8000 ," 886,000.0000 "," 822,250.0000 "," 5,415,955.0000 ", 100.0000 ," 5,416,000.0000 "," 5,597,250.0000 ",3.7,3.7,"146,534,375"
12/19/20," 854,113.0000 ", 104.8000 ," 815,000.0000 "," 827,750.0000 "," 5,225,786.0000 ", 98.0000 ," 5,332,000.0000 "," 5,535,250.0000 ",3.6,3.6,"146,534,375"
12/26/20," 823,512.0000 ", 106.5000 ," 773,000.0000 "," 836,750.0000 "," 5,362,308.0000 ", 103.5000 ," 5,181,000.0000 "," 5,384,500.0000 ",3.7,3.5,"146,534,375"
1/2/21," 898,597.0000 ", 111.9000 ," 803,000.0000 "," 819,250.0000 "," 5,756,886.0000 ", 108.0000 ," 5,330,000.0000 "," 5,314,750.0000 ",4.1,3.8,"142,133,208"
1/9/21," 1,082,696.0000 ", 121.6000 ," 890,000.0000 "," 820,250.0000 "," 5,479,170.0000 ", 108.1000 ," 5,069,000.0000 "," 5,228,000.0000 ",3.9,3.6,"142,133,208"
1/16/21," 930,184.0000 ", 110.2000 ," 844,000.0000 "," 827,500.0000 "," 5,189,122.0000 ", 106.4000 ," 4,877,000.0000 "," 5,114,250.0000 ",3.7,3.4,"142,133,208"
1/23/21," 833,704.0000 ", 104.3000 ," 799,000.0000 "," 834,000.0000 "," 5,172,094.0000 ", 108.0000 ," 4,789,000.0000 "," 5,016,250.0000 ",3.6,3.4,"142,133,208"
1/30/21," 843,702.0000 ", 105.1000 ," 803,000.0000 "," 834,000.0000 "," 5,016,190.0000 ", 107.7000 ," 4,658,000.0000 "," 4,848,250.0000 ",3.5,3.3,"142,133,208"
2/6/21," 860,209.0000 ", 105.9000 ," 812,000.0000 "," 814,500.0000 "," 4,948,967.0000 ", 107.6000 ," 4,599,000.0000 "," 4,730,750.0000 ",3.5,3.2,"142,133,208"
2/13/21," 827,835.0000 ", 103.2000 ," 802,000.0000 "," 804,000.0000 "," 4,804,914.0000 ", 106.9000 ," 4,495,000.0000 "," 4,635,250.0000 ",3.4,3.2,"142,133,208"
2/20/21," 707,268.0000 ", 100.8000 ," 702,000.0000 "," 779,750.0000 "," 4,820,155.0000 ", 109.4000 ," 4,406,000.0000 "," 4,539,500.0000 ",3.4,3.1,"142,133,208"
2/27/21," 749,251.0000 ", 106.5000 ," 704,000.0000 "," 755,000.0000 "," 4,539,713.0000 ", 107.4000 ," 4,227,000.0000 "," 4,431,750.0000 ",3.2,3,"142,133,208"
3/6/21," 714,661.0000 ", 103.2000 ," 693,000.0000 "," 725,250.0000 "," 4,461,608.0000 ", 106.6000 ," 4,185,000.0000 "," 4,328,250.0000 ",3.1,2.9,"142,133,208"
3/13/21," 750,287.0000 ", 107.3000 ," 699,000.0000 "," 699,500.0000 "," 4,200,385.0000 ", 105.8000 ," 3,970,000.0000 "," 4,197,000.0000 ",3,2.8,"142,133,208"
3/20/21," 630,621.0000 ", 100.5000 ," 627,000.0000 "," 680,750.0000 "," 4,069,329.0000 ", 104.7000 ," 3,887,000.0000 "," 4,067,250.0000 ",2.9,2.7,"142,133,208"
3/27/21," 701,073.0000 ", 106.5000 ," 658,000.0000 "," 669,250.0000 "," 4,002,030.0000 ", 103.7000 ," 3,859,000.0000 "," 3,975,250.0000 ",2.8,2.7,"142,133,208"
4/3/21," 668,346.0000 ", 103.6000 ," 645,000.0000 "," 657,250.0000 "," 3,902,729.0000 ", 101.9000 ," 3,830,000.0000 "," 3,886,500.0000 ",2.8,2.8,"139,248,565"
4/10/21," 620,420.0000 ", 108.6000 ," 571,000.0000 "," 625,250.0000 "," 3,828,584.0000 ", 101.3000 ," 3,779,000.0000 "," 3,838,750.0000 ",2.7,2.7,"139,248,565"
4/17/21," 583,397.0000 ", 103.0000 ," 566,000.0000 "," 610,000.0000 "," 3,776,395.0000 ", 100.0000 ," 3,776,000.0000 "," 3,811,000.0000 ",2.7,2.7,"139,248,565"
4/24/21," 611,236.0000 ", 106.5000 ," 574,000.0000 "," 589,000.0000 "," 3,763,243.0000 ", 99.9000 ," 3,767,000.0000 "," 3,788,000.0000 ",2.7,2.7,"139,248,565"
5/1/21," 510,161.0000 ", 98.7000 ," 517,000.0000 "," 557,000.0000 "," 3,688,043.0000 ", 98.2000 ," 3,756,000.0000 "," 3,769,500.0000 ",2.6,2.7,"139,248,565"
5/8/21," 488,815.0000 ", 99.0000 ," 494,000.0000 "," 537,750.0000 "," 3,666,448.0000 ", 98.1000 ," 3,737,000.0000 "," 3,759,000.0000 ",2.6,2.7,"139,248,565"
5/15/21," 451,302.0000 ", 96.7000 ," 467,000.0000 "," 513,000.0000 "," 3,502,467.0000 ", 96.8000 ," 3,618,000.0000 "," 3,719,500.0000 ",2.5,2.6,"139,248,565"
5/22/21," 416,310.0000 ", 94.4000 ," 441,000.0000 "," 479,750.0000 "," 3,499,487.0000 ", 97.9000 ," 3,575,000.0000 "," 3,671,500.0000 ",2.5,2.6,"139,248,565"
5/29/21," 430,171.0000 ", 100.7000 ," 427,000.0000 "," 457,250.0000 "," 3,333,477.0000 ", 97.4000 ," 3,422,000.0000 "," 3,588,000.0000 ",2.4,2.5,"139,248,565"
6/5/21," 364,577.0000 ", 86.9000 ," 420,000.0000 "," 438,750.0000 "," 3,296,139.0000 ", 98.4000 ," 3,350,000.0000 "," 3,491,250.0000 ",2.4,2.4,"139,248,565"
6/12/21," 407,148.0000 ", 95.1000 ," 428,000.0000 "," 429,000.0000 "," 3,228,357.0000 ", 98.8000 ," 3,268,000.0000 "," 3,403,750.0000 ",2.3,2.3,"139,248,565"
6/19/21," 396,935.0000 ", 94.0000 ," 422,000.0000 "," 424,250.0000 "," 3,282,102.0000 ", 100.6000 ," 3,263,000.0000 "," 3,325,750.0000 ",2.4,2.3,"139,248,565"
6/26/21," 362,899.0000 ", 98.3000 ," 369,000.0000 "," 409,750.0000 "," 3,233,414.0000 ", 97.5000 ," 3,316,000.0000 "," 3,299,250.0000 ",2.3,2.4,"139,248,565"
7/3/21," 382,622.0000 ", 103.0000 ," 371,000.0000 "," 397,500.0000 "," 3,121,875.0000 ", 98.1000 ," 3,182,000.0000 "," 3,257,250.0000 ",2.3,2.3,"137,027,194"
7/10/21," 388,662.0000 ", 116.9000 ," 332,000.0000 "," 373,500.0000 "," 3,259,565.0000 ", 106.2000 ," 3,069,000.0000 "," 3,207,500.0000 ",2.4,2.2,"137,027,194"
7/17/21," 411,244.0000 ", 106.4000 ," 387,000.0000 "," 364,750.0000 "," 3,260,889.0000 ", 103.8000 ," 3,142,000.0000 "," 3,177,250.0000 ",2.4,2.3,"137,027,194"
7/24/21," 342,003.0000 ", 90.1000 ," 380,000.0000 "," 367,500.0000 "," 2,922,698.0000 ", 101.9000 ," 2,868,000.0000 "," 3,065,250.0000 ",2.1,2.1,"137,027,194"
7/31/21," 325,265.0000 ", 85.7000 ," 380,000.0000 "," 369,750.0000 "," 2,849,196.0000 ", 102.0000 ," 2,793,000.0000 "," 2,968,000.0000 ",2.1,2,"137,027,194"
8/7/21," 322,782.0000 ", 89.4000 ," 361,000.0000 "," 377,000.0000 "," 2,806,138.0000 ", 99.7000 ," 2,815,000.0000 "," 2,904,500.0000 ",2,2.1,"137,027,194"
8/14/21," 309,229.0000 ", 84.1000 ," 368,000.0000 "," 372,250.0000 "," 2,807,966.0000 ", 100.1000 ," 2,805,000.0000 "," 2,820,250.0000 ",2,2,"137,027,194"
8/21/21," 298,533.0000 ", 83.4000 ," 358,000.0000 "," 366,750.0000 "," 2,673,190.0000 ", 97.7000 ," 2,736,000.0000 "," 2,787,250.0000 ",2,2,"137,027,194"
8/28/21," 291,942.0000 ", 82.7000 ," 353,000.0000 "," 360,000.0000 "," 2,660,507.0000 ", 95.4000 ," 2,789,000.0000 "," 2,786,250.0000 ",1.9,2,"137,027,194"
9/4/21," 285,683.0000 ", 84.7000 ," 337,000.0000 "," 354,000.0000 "," 2,376,245.0000 ", 91.0000 ," 2,611,000.0000 "," 2,735,250.0000 ",1.7,1.9,"137,027,194"
9/11/21," 265,902.0000 ", 77.4000 ," 344,000.0000 "," 348,000.0000 "," 2,505,265.0000 ", 90.9000 ," 2,756,000.0000 "," 2,723,000.0000 ",1.8,2,"137,027,194"
9/18/21," 306,581.0000 ", 83.6000 ," 367,000.0000 "," 350,250.0000 "," 2,469,313.0000 ", 88.1000 ," 2,803,000.0000 "," 2,739,750.0000 ",1.8,2,"137,027,194"
9/25/21," 301,143.0000 ", 80.6000 ," 374,000.0000 "," 355,500.0000 "," 2,395,401.0000 ", 88.0000 ," 2,722,000.0000 "," 2,723,000.0000 ",1.7,2,"137,027,194"
10/2/21," 262,105.0000 ", 83.6000 ," 314,000.0000 "," 349,750.0000 "," 2,259,403.0000 ", 86.1000 ," 2,624,000.0000 "," 2,726,250.0000 ",1.7,1.9,"135,015,266"
10/9/21," 280,538.0000 ", 96.8000 ," 290,000.0000 "," 336,250.0000 "," 2,166,061.0000 ", 85.4000 ," 2,536,000.0000 "," 2,671,250.0000 ",1.6,1.9,"135,015,266"
10/16/21," 257,197.0000 ", 88.8000 ," 290,000.0000 "," 317,000.0000 "," 1,984,074.0000 ", 87.5000 ," 2,268,000.0000 "," 2,537,500.0000 ",1.5,1.7,"135,015,266"
10/23/21," 247,270.0000 ", 92.3000 ," 268,000.0000 "," 290,500.0000 "," 1,881,734.0000 ", 86.6000 ," 2,173,000.0000 "," 2,400,250.0000 ",1.4,1.6,"135,015,266"
10/30/21," 241,656.0000 ", 92.4000 ," 262,000.0000 "," 277,500.0000 "," 1,950,768.0000 ", 88.7000 ," 2,199,000.0000 "," 2,294,000.0000 ",1.4,1.6,"135,015,266"
11/6/21," 256,937.0000 ", 102.3000 ," 251,000.0000 "," 267,750.0000 "," 1,781,793.0000 ", 87.3000 ," 2,041,000.0000 "," 2,170,250.0000 ",1.3,1.5,"135,015,266"
11/13/21," 240,332.0000 ", 96.3000 ," 250,000.0000 "," 257,750.0000 "," 1,818,308.0000 ", 92.3000 ," 1,970,000.0000 "," 2,095,750.0000 ",1.3,1.5,"135,015,266"
11/20/21," 253,211.0000 ", 113.4000 ," 223,000.0000 "," 246,500.0000 "," 1,559,780.0000 ", 86.3000 ," 1,807,000.0000 "," 2,004,250.0000 ",1.2,1.3,"135,015,266"
11/27/21," 216,420.0000 ", 97.5000 ," 222,000.0000 "," 236,500.0000 "," 1,962,434.0000 ", 104.6000 ," 1,876,000.0000 "," 1,923,500.0000 ",1.5,1.4,"135,015,266"
12/4/21," 283,651.0000 ", 137.1000 ," 207,000.0000 "," 225,500.0000 "," 1,733,785.0000 ", 98.1000 ," 1,767,000.0000 "," 1,855,000.0000 ",1.3,1.3,"135,015,266"
12/11/21," 265,349.0000 ", 116.7000 ," 227,000.0000 "," 219,750.0000 "," 1,827,028.0000 ", 103.3000 ," 1,769,000.0000 "," 1,804,750.0000 ",1.4,1.3,"135,015,266"
12/18/21," 254,823.0000 ", 118.6000 ," 215,000.0000 "," 217,750.0000 "," 1,637,701.0000 ", 100.8000 ," 1,625,000.0000 "," 1,759,250.0000 ",1.2,1.2,"135,015,266"
12/25/21," 257,349.0000 ", 119.0000 ," 216,000.0000 "," 216,250.0000 "," 1,868,469.0000 ", 109.6000 ," 1,705,000.0000 "," 1,716,500.0000 ",1.4,1.3,"135,015,266"
1/1/22," 314,796.0000 ", 138.4000 ," 227,000.0000 "," 221,250.0000 "," 2,061,856.0000 ", 122.0000 ," 1,690,000.0000 "," 1,697,250.0000 ",1.5,1.2,"138,088,262"
1/8/22," 415,162.0000 ", 167.8000 ," 247,000.0000 "," 226,250.0000 "," 2,072,681.0000 ", 120.4000 ," 1,721,000.0000 "," 1,685,250.0000 ",1.5,1.2,"138,088,262"
1/15/22," 337,075.0000 ", 137.8000 ," 245,000.0000 "," 233,750.0000 "," 2,009,022.0000 ", 118.4000 ," 1,697,000.0000 "," 1,703,250.0000 ",1.5,1.2,"138,088,262"
1/22/22," 267,637.0000 ", 112.3000 ," 238,000.0000 "," 239,250.0000 "," 2,043,402.0000 ", 119.8000 ," 1,706,000.0000 "," 1,703,500.0000 ",1.5,1.2,"138,088,262"
1/29/22," 258,288.0000 ", 111.6000 ," 231,000.0000 "," 240,250.0000 "," 2,005,387.0000 ", 118.5000 ," 1,692,000.0000 "," 1,704,000.0000 ",1.5,1.2,"138,088,262"
2/5/22," 231,452.0000 ", 110.2000 ," 210,000.0000 "," 231,000.0000 "," 1,980,368.0000 ", 118.8000 ," 1,667,000.0000 "," 1,690,500.0000 ",1.4,1.2,"138,088,262"
2/12/22," 240,502.0000 ", 102.7000 ," 234,000.0000 "," 228,250.0000 "," 1,918,036.0000 ", 117.4000 ," 1,634,000.0000 "," 1,674,750.0000 ",1.4,1.2,"138,088,262"
2/19/22," 216,574.0000 ", 96.3000 ," 225,000.0000 "," 225,000.0000 "," 1,859,328.0000 ", 115.2000 ," 1,614,000.0000 "," 1,651,750.0000 ",1.3,1.2,"138,088,262"
2/26/22," 196,537.0000 ", 94.1000 ," 209,000.0000 "," 219,500.0000 "," 1,917,459.0000 ", 119.1000 ," 1,610,000.0000 "," 1,631,250.0000 ",1.4,1.2,"138,088,262"
3/5/22," 220,486.0000 ", 99.3000 ," 222,000.0000 "," 222,500.0000 "," 1,810,381.0000 ", 114.5000 ," 1,581,000.0000 "," 1,609,750.0000 ",1.3,1.1,"138,088,262"
3/12/22," 204,494.0000 ", 94.3000 ," 217,000.0000 "," 218,250.0000 "," 1,727,708.0000 ", 112.3000 ," 1,538,000.0000 "," 1,585,750.0000 ",1.3,1.1,"138,088,262"
3/19/22," 182,581.0000 ", 88.0000 ," 207,000.0000 "," 213,750.0000 "," 1,676,374.0000 ", 110.4000 ," 1,518,000.0000 "," 1,561,750.0000 ",1.2,1.1,"138,088,262"
3/26/22," 197,128.0000 ", 92.2000 ," 214,000.0000 "," 215,000.0000 "," 1,654,359.0000 ", 108.3000 ," 1,528,000.0000 "," 1,541,250.0000 ",1.2,1.1,"138,088,262"
4/2/22," 194,671.0000 ", 90.6000 ," 215,000.0000 "," 213,250.0000 "," 1,569,797.0000 ", 105.3000 ," 1,491,000.0000 "," 1,518,750.0000 ",1.1,1.1,"140,025,048"
4/9/22," 223,751.0000 ", 104.9000 ," 213,000.0000 "," 212,250.0000 "," 1,467,346.0000 ", 102.9000 ," 1,426,000.0000 "," 1,490,750.0000 ",1,1,"140,025,048"
4/16/22," 197,219.0000 ", 94.4000 ," 209,000.0000 "," 212,750.0000 "," 1,441,824.0000 ", 101.0000 ," 1,428,000.0000 "," 1,468,250.0000 ",1,1,"140,025,048"
4/23/22," 202,952.0000 ", 96.6000 ," 210,000.0000 "," 211,750.0000 "," 1,403,640.0000 ", 98.7000 ," 1,422,000.0000 "," 1,441,750.0000 ",1,1,"140,025,048"
4/30/22," 196,422.0000 ", 89.8000 ," 219,000.0000 "," 212,750.0000 "," 1,332,072.0000 ", 96.5000 ," 1,380,000.0000 "," 1,414,000.0000 ",1,1,"140,025,048"
5/7/22," 185,815.0000 ", 91.3000 ," 204,000.0000 "," 210,500.0000 "," 1,283,158.0000 ", 93.9000 ," 1,367,000.0000 "," 1,399,250.0000 ",0.9,1,"140,025,048"
5/14/22," 199,631.0000 ", 88.8000 ," 225,000.0000 "," 214,500.0000 "," 1,290,047.0000 ", 93.9000 ," 1,374,000.0000 "," 1,385,750.0000 ",0.9,1,"140,025,048"
5/21/22," 187,695.0000 ", 88.9000 ," 211,000.0000 "," 214,750.0000 "," 1,256,209.0000 ", 92.4000 ," 1,360,000.0000 "," 1,370,250.0000 ",0.9,1,"140,025,048"
5/28/22," 183,446.0000 ", 91.6000 ," 200,000.0000 "," 210,000.0000 "," 1,256,450.0000 ", 92.1000 ," 1,364,000.0000 "," 1,366,250.0000 ",0.9,1,"140,025,048"
6/4/22," 186,568.0000 ", 87.1000 ," 214,000.0000 "," 212,500.0000 "," 1,270,456.0000 ", 94.2000 ," 1,349,000.0000 "," 1,361,750.0000 ",0.9,1,"140,025,048"
6/11/22," 205,890.0000 ", 96.8000 ," 213,000.0000 "," 209,500.0000 "," 1,288,323.0000 ", 94.8000 ," 1,359,000.0000 "," 1,358,000.0000 ",0.9,1,"140,025,048"
6/18/22," 206,272.0000 ", 95.9000 ," 215,000.0000 "," 210,500.0000 "," 1,302,015.0000 ", 95.6000 ," 1,362,000.0000 "," 1,358,500.0000 ",0.9,1,"140,025,048"
6/25/22," 207,061.0000 ", 97.7000 ," 212,000.0000 "," 213,500.0000 "," 1,372,008.0000 ", 97.8000 ," 1,403,000.0000 "," 1,368,250.0000 ",1,1,"140,025,048"
7/2/22," 218,886.0000 ", 102.0000 ," 215,000.0000 "," 213,750.0000 "," 1,327,199.0000 ", 97.4000 ," 1,363,000.0000 "," 1,371,750.0000 ",0.9,1,"141,769,719"
7/9/22," 243,485.0000 ", 114.9000 ," 212,000.0000 "," 213,500.0000 "," 1,450,142.0000 ", 105.8000 ," 1,371,000.0000 "," 1,374,750.0000 ",1,1,"141,769,719"
7/16/22," 237,092.0000 ", 110.0000 ," 216,000.0000 "," 213,750.0000 "," 1,443,848.0000 ", 103.7000 ," 1,392,000.0000 "," 1,382,250.0000 ",1,1,"141,769,719"
7/23/22," 200,929.0000 ", 91.2000 ," 220,000.0000 "," 215,750.0000 "," 1,451,592.0000 ", 102.2000 ," 1,420,000.0000 "," 1,386,500.0000 ",1,1,"141,769,719"
7/30/22," 196,116.0000 ", 86.0000 ," 228,000.0000 "," 219,000.0000 "," 1,457,158.0000 ", 102.0000 ," 1,429,000.0000 "," 1,403,000.0000 ",1,1,"141,769,719"
8/6/22," 196,308.0000 ", 89.0000 ," 221,000.0000 "," 221,250.0000 "," 1,423,854.0000 ", 100.0000 ," 1,424,000.0000 "," 1,416,250.0000 ",1,1,"141,769,719"
8/13/22," 187,391.0000 ", 85.0000 ," 220,000.0000 "," 222,250.0000 "," 1,414,317.0000 ", 100.2000 ," 1,411,000.0000 "," 1,421,000.0000 ",1,1,"141,769,719"
8/20/22," 179,211.0000 ", 83.3000 ," 215,000.0000 "," 221,000.0000 "," 1,390,837.0000 ", 97.9000 ," 1,421,000.0000 "," 1,421,250.0000 ",1,1,"141,769,719"
8/27/22," 173,867.0000 ", 82.7000 ," 210,000.0000 "," 216,500.0000 "," 1,365,751.0000 ", 96.2000 ," 1,420,000.0000 "," 1,419,000.0000 ",1,1,"141,769,719"
9/3/22," 172,835.0000 ", 84.6000 ," 204,000.0000 "," 212,250.0000 "," 1,273,057.0000 ", 91.1000 ," 1,397,000.0000 "," 1,412,250.0000 ",0.9,1,"141,769,719"
9/10/22," 152,144.0000 ", 77.4000 ," 197,000.0000 "," 206,500.0000 "," 1,279,779.0000 ", 91.3000 ," 1,402,000.0000 "," 1,410,000.0000 ",0.9,1,"141,769,719"
9/17/22," 168,702.0000 ", 83.8000 ," 201,000.0000 "," 203,000.0000 "," 1,217,825.0000 ", 88.1000 ," 1,382,000.0000 "," 1,400,250.0000 ",0.9,1,"141,769,719"
9/24/22," 153,431.0000 ", 81.1000 ," 189,000.0000 "," 197,750.0000 "," 1,233,270.0000 ", 88.3000 ," 1,397,000.0000 "," 1,394,500.0000 ",0.9,1,"141,769,719"
10/1/22," 167,378.0000 ", 82.0000 ," 204,000.0000 "," 197,750.0000 "," 1,201,432.0000 ", 86.3000 ," 1,392,000.0000 "," 1,393,250.0000 ",0.8,1,"143,627,296"
10/8/22," 198,340.0000 ", 96.2000 ," 206,000.0000 "," 200,000.0000 "," 1,199,269.0000 ", 85.3000 ," 1,406,000.0000 "," 1,394,250.0000 ",0.8,1,"143,627,296"
10/15/22," 178,773.0000 ", 89.7000 ," 199,000.0000 "," 199,500.0000 "," 1,226,861.0000 ", 87.3000 ," 1,405,000.0000 "," 1,400,000.0000 ",0.9,1,"143,627,296"
10/22/22," 184,420.0000 ", 91.7000 ," 201,000.0000 "," 202,500.0000 "," 1,239,975.0000 ", 86.6000 ," 1,432,000.0000 "," 1,408,750.0000 ",0.9,1,"143,627,296"
10/29/22," 185,973.0000 ", 92.0000 ," 202,000.0000 "," 202,000.0000 "," 1,267,368.0000 ", 88.6000 ," 1,430,000.0000 "," 1,418,250.0000 ",0.9,1,"143,627,296"
11/5/22," 206,079.0000 ", 100.9000 ," 204,000.0000 "," 201,500.0000 "," 1,230,153.0000 ", 87.3000 ," 1,409,000.0000 "," 1,419,000.0000 ",0.9,1,"143,627,296"
11/12/22," 200,237.0000 ", 95.5000 ," 210,000.0000 "," 204,250.0000 "," 1,342,834.0000 ", 92.5000 ," 1,452,000.0000 "," 1,430,750.0000 ",0.9,1,"143,627,296"
11/19/22," 249,258.0000 ", 113.3000 ," 220,000.0000 "," 209,000.0000 "," 1,261,674.0000 ", 86.1000 ," 1,465,000.0000 "," 1,439,000.0000 ",0.9,1,"143,627,296"
